VENDOR_SITE_CODE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,CITY,STATE,COUNTRY,ZIP
adjuntas,adjantas,,,,Holtsville,"New York",US,00544
adjuntas1,adjantas,,,,Holtsville,"New York",US,00544
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
Istanbul,Istanbul,,,,Istanbul,,AF,
kolkata,Kolkata,,,,Kolkata,"West Bengal",IN,700001
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
"Tata supp site","Tata supplier Address line1","Tata supplier Address line1","Tata supplier Address line1",,London,,GB,"E10 5JL"
"DN Supplier 2 A",,,,,Holtsville,"New York",US,00544
"Dell US Sup1","1-101, New York",,,,Holtsville,"New York",US,00501
"RD 003 Address",Address1,,,,,,IN,
MAIN-US-SITE,"Address Line 1","Address Line 2",,,Tampa,FL,US,33602
"New Delhi","N-69, connaught place, New Delhi",,,,"New Delhi","New Delhi",IN,110001
Karolbagh,"N-69, connaught place, New Delhi",,,,"New Delhi","New Delhi",IN,110001
TEST,,,,,,,US,
"NL ORG","17 SKAKOVAYA ST, BUILDING 2, 7TH FLOOR",,,,Moscow,,RU,
"Google Site1","Google Address-1","Google Address2",,,Holtsville,"New York",US,00544
"XYZ Collection ","XYZ Collection Inc Address","XYZ Collection Inc Address",,,Adjuntas,"Puerto Rico",US,00601
Mumbai,"Building no. 486, Abc Road",Nagpur,,,Nagpur,Maharashtra,IN,440001
YORK_NEW,LINE1,,,,"NEW YORK",,US,12321
"DN Supplier Add",11,,,,Holtsville,NY,US,00501
MAIN-PURCH,,,,,,,US,
ABC_PUNE,"Viman Nagar",,,,Pune,Maharashtra,IN,411012
CDE_MUM,"Vashi road ",,,,Mumbai,Maharashtra,IN,422011
EFG_NGP,"Central katol",,,,Nagpur,Maharashtra,IN,442401
GHK_PUNE,kothrud,,,,Pune,Maharashtra,IN,411014
GHK_MUM,"karol bagh",,,,Mumbai,Maharashtra,IN,422022
US,"13975 Central Ave., # B",,,,,,US,
"USA (ORG.100)","245 8th Avenue #1040",,,,,,US,
SJ,"1561 Virginia Place",,,,,,US,
"MENLO PARK","1251 El Camino Real",,,,,,US,
"USA (ORG.100)","1645 N. Vine St. PH 1002",,,,,,US,
"SAN FRANCISCO","Dept 33457",,,,,,US,
USA,"2580 Lafayette Street",,,,,,US,
CA,"1466 Via Terrassa",,,,,,US,
OTC4468,"2300 Zanker Rd Unit C",,,,,,US,
"CITY OF INDUSTR","16839 E. Gale Ave",,,,,,US,
"USA (ORG.100)","9055 SW 115TH TERR",,,,,,US,
USA,"400 West Ave",,,,,,US,
ORG.100,"PO Box 70629",,,,,,US,
NOVI,"46665 Magellan Dr",,,,,,US,
"USA (ORG.100)","56 Wareham Street, Floor 3",,,,,,US,
"USA (ORG.100)","31 West 52nd Street",,,,,,US,
USA(ORG100),"491 Baltimore Pike",,,,,,US,
"SANTA CLARA","BFI Business FinancePO Box 225",,,,,,US,
DUL,"6081 Oakbrook Parkway",,,,,,US,
"RD 001 Site1","RD 006 Address Line1",,,,,,IN,
"DN WHT ADDRESS",,,,,Adjuntas,PR,US,00601
GEA_SITE_1,GEA_ADDD,,,,JEDDAH,,SA,
OTC4763,"6F. No. 275, Songjiang Rd,.",,,,"New York",CA,US,94064
"LOS ANGELES","46221 Landing Parkway",,,,Belmont,CA,US,94065
OTC603,"Taipei, Taiwan",,,,Taipei,CA,US,94066
OTC603,"PHILIPP-REIS-STR. 9",,,,taipei,CA,US,94067
OTC8730,"330 Zachary street",,,,Belmont,CA,US,94068
"1099 SITE","975 N. Todd Avenue",,,,"San Jose",CA,US,94069
FREMONT,"or Yosuke Inada",,,,Taipei,CA,US,94070
DALLAS,"8F, Nr. 19, Alley 360",,,,"El Monte",CA,US,94071
XIAN,"8F, Nr. 19, Alley 360",,,,"Los Angeles",CA,US,94073
PETERSFIELD,"PO Box 84145",,,,taoyuan,CA,US,94074
"LOS ANGELES","231 Market Place Suite 408",,,,Atlanta,CA,US,94075
WALTHAM,"675 Sycamore Drive.",,,,Houston,CA,US,94076
NEWARK,"5F-1, No.5 Hangsuang Road Dayuan, Taoyuan County 33747",,,,"Lake Forest",CA,US,94077
OTC553,"5F-1, No.5 Hangsuang Road Dayuan, Taoyuan County 33747",,,,"Lake Forest",CA,US,94078
OTC553,"Attn: Co-op Accounting",,,,Sacramento,CA,US,94079
TAIPEI,"20, CHEMIN GRENET",,,,Taipei,CA,US,94080
OTC604,"PO 27304",,,,Taipei,CA,US,94081
OTC604,"67 RUE SAINT-DENIS",,,,fremont,CA,US,94082
FREMONT,"2035 46th Ave.",,,,Taipei,CA,US,94083
OTC556,"or Cynthia Morse",,,,Artesia,CA,US,94084
OTC556,"or Daniel Kamalic",,,,Phoenix,CA,US,94085
"GE US CA ADDRES","CA STREET1",,,,Aguada,PR,US,00602
"GE US CA  SITE","CA STREET1",,,,Aguada,PR,US,00602
OTC605,"1117 ZR LUCHTHAVEN",,,,"San Jose",CA,US,94086
OTC605,"1117 ZR LUCHTHAVEN",,,,Trapani,CA,US,94087
SEATTLE,"2574 Seaboard Ave",,,,Desio,CA,US,94088
OTC2632,"or Victor De Francisco",,,,"San Francisco",CA,US,94089
SUNNYVALE,"or David Kim",,,,Dallas,CA,US,94090
OTC6902,"OR ARI LAWSON",,,,Germany,CA,US,94091
OTC6902,"Hullenbergweg 107",,,,Taipei,CA,US,94092
FREMONT,"635 Bair Island Rd",,,,Taipei,CA,US,94093
OTC7047,"No. 7, Shih 2nd Road, Youth Industrial Park",,,,"Premier Building",CA,US,94094
OTC7047,Kaoshiung,,,,Moorpark,CA,US,94095
369,"Dept CH17658",,,,Azusa,CA,US,94096
TAO,"1643 Tsirelas Drive",,,,"San Francisco",CA,US,94097
"HONG KONG","325 10th St",,,,Taiwan,CA,US,94098
OTC9525,"ChengFeng Enterprise",,,,Taipei,CA,US,94100
OTC9525,"No.125, Sec. 2, Nankan Rd., Lujhu Township, Taoyuan County 338, Taiwan (R.O.C.)",,,,Seattle,CA,US,94101
"US HLS","26000 Towne Centre Drive",,,,"San Ramon",CA,US,94102
TW,Messegelande,,,,Milpitas,CA,US,94103
TAIWAN,TAOYUAN,,,,Taipei,CA,US,94104
TW,"Room 1606, K. Wah Center",,,,Taipei,CA,US,94105
"HONG JIN BAO","8F, No 49, Sec. 4, Jhongyang Rd., Tu Cheng Dist.",,,,"Los Angeles",CA,US,94106
TAIWAN,AP,,,,Paris,CA,US,94107
JORDAN,"Prince Shaker Bin Zaid Street",,,,Amman,,JO,
"WHT Address","WHT Address1","WHT Address2",,,Adjuntas,PR,US,00601
"WHT Site","WHT Address1","WHT Address2",,,Adjuntas,PR,US,00601
Roadnumber01,,,,,Califon,NJ,US,
"DA SHI MEN","2F., No.73, Jhongyuan Rd., Taiwan (R.O.C.)",,,,Jackson,CA,US,94108
NL-ADDR1,"11F., No.332, Sianfu Rd., Taoyuan City, Taoyuan County 330, Taiwan (R.O.C.)11F., No.332, Sianfu Rd., Taoyuan City, Taoyuan County 330, Taiwan (R.O.C.)",,,,"San Dimas",CA,US,94109
SWEDEN(ORG389),"Lofstromsvagen 3",,,,,,SE,
Org.389,"27/F, Block A, Southmark, - 11 Yip Hing Street, - Wong Chuk Hang,",,,,,,HK,
IT,"Via Ferruccio Amendola 58",,,,,,IT,
OTC572,"Fokkerstraat 222811 ER, ReeuwijkPostbus 2071, 2800 BE GoudaNL",,,,,,NL,
"GmbH Org","Nurnberger Str. 2",,,,,,DE,
"GmbH Org","Am Geflugelhof 17",,,,,,DE,
"ORG 389","RM1309,Baihuo Plaza(W),NO 3020,Shennan East RD,",,,,,,CN,
TW,HSINCHIU,,,,,,TW,
DE,"Theodorstr. 15",,,,,,DE,
INDIA(ORG389),"F-305, Jasmine block, Brigade Gardenia, Jp Nagar phase 7",,,,,,IN,
PRC,"No.200, Sec.3, Zhonghuan Rd., Xinzhuang Dist.",,,,,,TW,
OTC573,"Jan van Riebeeckweg 155928 LG   VenloNL",,,,,,NL,
FRANCE,"95 AVENUE DE BIARRITZ",,,,,,FR,
ORG.389,"ROOM 909, 9/F, LU PLAZA, 2 WING YIP STREET",,,,,,CN,
FR(ORG389),"5 RUE RAOUL FOLLEREAU",,,,,,FR,
IE(ORG100),"1 Grand Canal Square",,,,,,IE,
SUK,Accu,,,Huddersfield,,,GB,
ORG.389,"Basak Mahallesi Abdulhamithan Caddesi Yeditepe Evleri","B1 Blok Kat 5 Daire 25 Basaksehir Istanbul",,,ISTANBUL,,TR,
USSITE1,ADDLINE1,,,,Chicago,,US,
USSITE2,ADDLINE2,,,,Phoenix,,US,
INSITE1,ADDLINE3,,,,MUMBAI,,IN,
USSITE3,ADDLINE4,,,,"San Antonio",,US,
AUSITE1,ADDLINE5,,,,SYDNEY,,AU,
AUSITE2,ADDLINE6,,,,Melbourne,,AU,
INSITE2,ADDLINE7,,,,BANGLORE,,IN,
INSITE3,ADDLINE8,,,,DELHI,,IN,
AUSITE3,ADDLINE9,,,,NERANG,,AU,
USSITE4,ADDLINE10,,,,"New York",,US,
India,"Ghogha Circle",,,,,,IN,
"MS SITE1","90 Edgewater Drive",,,,Belmont,CA,US,94065
"Inc Site","Google Inc Address","Google Inc Address",,,Adjuntas,"Puerto Rico",US,00601
Mumbai,"ABC Building, Goregaon",,,,Fort,Maharashtra,IN,400001
Mumbai,"ABC Building, Goregaon",,,,Fort,Maharashtra,IN,400001
Mumbai,"ABC Building, Goregaon",,,,Fort,Maharashtra,IN,400001
KJ-CORP_S1,"91 Edgewater Drive",,,,London,London,IN,
KJ-CORP_S2,"90 Edgewater Drive",,,,Belmont,CA,US,94065
AMD,,,,,Alden,IL,US,60001
"ABC CISCO",,,,,Holtsville,"New York",US,00544
"TEST LOCAL SUPPLIER Addres",Ahmedabad,,,,Abhara,Gujarat,IN,
Seattle,t02_address_2,,,,Seattle,WA,US,
FBDI,"FBDI Address Line1",,,,Sandyville,IA,US,50001
WHT,,,,,Adjuntas,PR,US,00601
"JLL - London","12D, Business Park 25","The Wallbrook",,,London,,GB,"E10 5JL"
"JLL - London","12D, Business Park 25","The Wallbrook",,,London,,GB,"E10 5JL"
"JLL - London","The Walbrook, 25 Walbrook, London EC4N 8AF",,,,,,GB,
"Holtsville Site",,,,,Holtsville,NY,US,00544
866,2783,,,,Coimbatore,"Tamil Nadu",IN,
"Alden ","SAAR  Florida, Silicon Valley Street",,,,Alden,IA,US,50006
ABC,,,,,Holtsville,NY,US,00501
NY,"Digital NY Address",,,,Holtsville,"New York",US,00544
"US1 ADDRESS","US1 ADDRESS",,,,Albany,NY,US,12200
"US1 ADDRESS","US1 ADDRESS",,,,Albany,NY,US,12200
Site1,,,,,Sandyville,IA,US,50001
GNR_address,,,,,,,US,
TAX,,,,,Adjuntas,"Puerto Rico",US,00601
MD,"BRINKS NY Address",,,,Holtsville,NY,US,00544
Site1,,,,,Adjuntas,PR,US,00601
"LED Site"," B-209, Near, Church Gali, Block ",,,,Delhi,,IN,110096
California,,,,,California,Kentucky,US,41007
Seattle,t01_address_test,,,,Seattle,WA,US,
INC,,,,,Holtsville,"New York",US,00501
Australia,"Level 26, 44 Market Street",,,,Sydney,"New South Wales",AU,2000
Australia,"Level 26, 44 Market Street",,,,Sydney,"New South Wales",AU,2000
"anjanreddy hyderabad","lane 111",,,,hyderabad,Telangana,IN,
Hyderabad,"Hi-Tec City",,,,Hyderabad,"Andhra Pradesh",IN,
XYZ,,,,,Adjuntas,"Puerto Rico",US,00601
FBDI,,,,,Sandyville,IA,US,50001
INC,,,,,Holtsville,"New York",US,00544
"NEW YORK",,,,,Manhattan,NY,US,10003
HO,,,,,,,US,
WHT,,,,,Holtsville,"New York",US,00544
1,1,,,,,,US,
Pune,Test,,,,Pune,Maharashtra,IN,411003
"Exodus Site","43 Wholesome street",,,,,,GB,
INC,,,,,Holtsville,"New York",US,00501
WHT,,,,,Holtsville,NY,US,00501
"Tests Site","Alte Landstr. 21",,,,Dornstadt,Baden-Württemberg,DE,89160
"Chi & Fung Ltd Address",,,,,Canton,Ohio,US,44707
"MRF lane 101",,,,,,,US,
Pune,Pune,,,,Pune,Maharashtra,IN,411051
"AMEX US SUP30","AMEX US SUPPLIERS30","AMEX US SUPPLIERS30",,,Holtsville,"New York",US,00544
INC,,,,,Holtsville,NY,US,00501
WHT,,,,,Sandyville,IA,US,50001
FBDI,FBDI,,,,Sandyville,IA,US,50001
"India North",Mumbai,,,,,,IN,
India,Mumbai,,,,,,IN,
"United States",,,,,Manhattan,NY,US,10001
"RRR SITE","RRR ADRESS",,,,Albany,NY,US,12200
"Gurugram ","Plot 23 Sector 46",Gururgam,,,Gurgaon,Haryana,IN,
"Supplier-1 site",037,,,,Coimbatore,"Tamil Nadu",IN,
"RDT pune",Pune,,,,Pune,Maharashtra,IN,411001
"AB XYZ NY SITE","101 NY",,,,"New York",NY,US,10000
"SONY Site","SONY Address",,,,Albany,NY,US,12200
"PWC Address","PWC Address",,,,Albany,NY,US,12200
"Supplier Address",,,,,"Hato Rey",PR,US,00919
Anantapur,"line 123",,,,anantapur,"Andhra Pradesh",IN,515001
"GALAXY TOWERS 22ND FLOOR","GALAXY TOWERS, HYD",,,,,,IN,
"GALAXY TOWERS 22ND FLOOR","GALAXY TOWERS, HYD",,,,,,IN,
"ABC GE CAL SITE"," 10 California ",,,,Holtsville,"New York",US,00501
"ABC GE CAL SITE"," 10 California ",,,,Holtsville,"New York",US,00501
Pitsburgh,"one city",,,,Pittsburgh,Pennsylvania,US,15120
"Vendor B",,,,,Albany,NY,US,12200
"XO Address","Redwood City",,,,"Redwood City",CA,US,94061
"ETV Supplier Address",ETV,,,,Austin,TX,US,73344
Nandhu@anji@hyd,"Lane no 120",,,,Madurai,"Tamil Nadu",IN,625001
Site1,Riyadh,,,,Riyadh,,SA,
"South inida","south india",,,,,,IN,
"EMMAR Group Hyderbad",Banjarahills,,,,Hyderabad,Telangana,IN,
"Emmar Stie",Banjarahills,,,,Hyderabad,Telangana,IN,
"El Mohanseein","8 Agriculture st. Elbatal Ahmed abd El-Aziz",,,,Giza,,EG,12525
"Nile City Tower","Nile City Towers",,"18th floor","North Tower ",Cairo,,EG,11311
"AB SUPPLIER1 AD","7-1, LA",,,,"Los Angeles",CA,US,90001
2,"Street 10",,,,Abberley,,GB,"WR6 6AG"
"MSHR SUPPLIERS",ANANTAPUR,ANANTAPUR,ANANTAPUR,,Anantapur,"Andhra Pradesh",IN,515001
pune,Pune,,,,,,IN,
"Bhur Dubai ","Bhur Dubai ",,,,"Abu Dhabi",,QA,0000
"Bhur Dubai ","Bhur Dubai ",,,,"Abu Dhabi",,QA,0000
"Bhur Dubai ","Bhur Dubai ",,,,"Abu Dhabi",,QA,0000
"US1 Supplier-Telenor",,,,,Adjuntas,PR,US,00601
"USA Florida",Florida,,,,,PR,US,
"NY USA",,,,,Holtsville,NY,US,00501
"X Inc",,,,,Holtsville,NY,US,00501
"DP World Group Supp Address ","DP World Group SAddress Line 1",,,,Tustin,MI,US,49688
"DP WORLD SUPP2 BU","DP WORLD SUPP2 BUAddress Line 1	",,,,,,US,
"DP WORLD US BU 02 SupplierAddress ","DP WORLD US BU 02 Address Line 1",,,,Bedford,KY,US,40006
"United States",,,,,"A M F Greensboro",NC,US,
India,hyderbad,,,,Hyderabad,"Andhra Pradesh",IN,500054
AMEX,,,,,Holtsville,NY,US,00501
INTER,,,,,Holtsville,NY,US,00501
"UK Scotland","UK Scotland",,,,Aberdeen,,GB,AB10
"Head Office","Main Road",,,,Makati,,PH,1400
Corp,,,,,Adjuntas,PR,US,00601
NYBU1,"1 Federal Street",,,,Tustin,MI,US,49688
CORP,,,,,Holtsville,NY,US,00501
"Onewestz Address",address,,,,Aguada,PR,US,00602
CORP,,,,,Holtsville,NY,US,00501
Address1,Line1,,,,Langata,,KE,00509
"XABC Site",,,,,Holtsville,NY,US,00501
Internal,"Brinks Internal Address Name1",,,,Arvada,CO,US,80001
"Address 1",Line1,,,,Langata,,KE,00509
Site1,Line1,,,,Langata,,KE,00509
"Address 1",Line1,,,,Langata,,KE,00509
FBDI,"FBDI Address1",,,,Sandyville,IA,US,50001
"Cisco usa collector",,,,,Holtsville,NY,US,00501
"NCP Petty Address",,,,,"Le Droit Park",DC,US,20001
"ABC Tek adddress",,,,,Holtsville,"New York",US,00544
"ACHINNU Supplier address","ACHINNU Supplier address",,,,Holtsville,NY,US,00501
"SH AUH SITE","Abu Dhabi Mussfah",,,,"Abu Dhabi",,AE,
"SH DXB SITE","Abu Dhabi Mussfah",,,,"Abu Dhabi",,AE,
"S EMP2",,,,,Manhattan,NY,US,10020
"Cybage business","Cybage business park, bund garden road ","near wadia chowk ",,,Pune,Maharashtra,IN,411001
WHT,,,,,Aguada,PR,US,00602
XYZ,,,,,Aguada,"Puerto Rico",US,00602
AMEXSITEDEC1,AMEXNOV30202201ADD1,,,,MANHATTAN,NY,US,70001
AMEXSITEDEC2,AMEXNOV30202202ADD1,,,,MANHATTAN,NY,US,70001
"UK1 London","line 1",,,,"Aberarder House",,GB,
uk2,line1,,,,Hyderabad,"Andhra Pradesh",IN,500002
AMEXSITEDEC3,AMEXNOV30202203ADD1,,,,MANHATTAN,NY,US,70001
AMEXSITEDEC4,AMEXNOV30202204ADD1,,,,MANHATTAN,NY,US,70001
INC,,,,,Adjuntas,PR,US,00601
XYZITC,"XYZ Address",,,,Sandyville,IA,US,50001
FBDI,,,,,Sandyville,IA,US,50001
"El Mohandessin","El Mohandessin 11 Abd  El  Hameed Lotfy",,,,Giza,,EG,12525
"New Maadi","New Ma’adi","14 A, Road No. 276",,,Cairo,,EG,11311
"Dokki - Giza","ORMAN TOWER 2, FLOOR 12, APT. 123, 48 GIZA STREET",,,,Giza,,EG,12525
ABC,,,,,Adjuntas,"Puerto Rico",US,00601
J404,"CHB Towers,199","Peach house",,,Darlington,,GB,123456
S303,"Vintage garden,144","Gates Head ",,,"London ",,GB,234567
ABC,,,,,Holtsville,NY,US,00501
Inc,,,,,Sandyville,IA,US,50001
"RST PUNE",HINJEWADI,,,,,,IN,
"t01_address name","t01 address line 1",,,,Manhattan,"New York",US,10020
"DPWORLDGROUPS1Address Name	","DPWORLDGROUPS1Address Line 1",,,,Adair,IA,US,50002
Internal,,,,,Holtsville,NY,US,00501
Internal,,,,,Holtsville,NY,US,00501
"Aguada US",,,,,Aguada,"Puerto Rico",US,00602
AZ,,,,,Douglas,AZ,US,86555
WHT,,,,,Holtsville,NY,US,00501
"Fastrack ",,,,,,,US,
"Fastrack Us",,,,,,,US,
hp,hp,,,,Houston,TX,US,77001
"BSNL2 Site",,,,,Holtsville,NY,US,00501
Dacota,,,,,,,US,
newyork,newyork,newyork,,,Aaronsburg,Pennsylvania,US,16820
"ESW SUPPLIER ADDRS",Washington,,,,,,US,
"JNS SUPPLIER AD","JNA SUPPLIER ADRESS1","JNA SUPPLIER ADRESS2",,,Holtsville,"New York",US,00501
"JNS SUP SITE","JNA SUPPLIER ADRESS1","JNA SUPPLIER ADRESS2",,,Holtsville,"New York",US,00501
"Reliance Site","Guru Narayan Road",,,,Mumbai,,IN,400055
Singapore,"One Raffles Quay","North Tower","Level 18",,,,SG,048583
Singapore,1,"Wallich Street",15-01,,,,SG,078881
Singapore,1,"Wallich Street",15-01,,,,SG,078881
Singapore,"36 Pioneer Road",Singapore,,,,,SG,628504
Singapore,"36 Pioneer Road",Singapore,,,,,SG,628504
NewOne,"90 Edgewater Drive",,,,Belmont,CA,US,94065
"NCP APAR Netting","NCP APAR Netting",,,,Aguada,"Puerto Rico",US,00602
"Classic Supplier NY Site",,,,,Holtsville,NY,US,00501
MAIN-PURCH,"90 Edgewater Drive",,,,Belmont,CA,US,94065
"Road Number 1",,,,,Holtsville,NY,US,00544
"UK2 Supplier",linw78/45,,,,Hyderabad,"Andhra Pradesh",IN,500033
"EC2M 4NR",London,,,,London,,GB,"EC2M 4NR"
"ACT Org Address",,,,,Aguadilla,PR,US,00603
Singapore,"Blk 1001 ","Eunos Ave 8",01-32,,,,SG,409496
ATC,,,,,Holtsville,NY,US,00501
"TEST Address 1",MIDC,,,,Nagpur,Maharashtra,IN,
"REDWOOD CITY",,,,,"Redwood City",CA,US,94061
"REDWOOD CITY",,,,,"Redwood City",CA,US,94061
"AMEX HYD SITE","10-101,MADHAPUR",,,,Secunderabad,"Andhra Pradesh",IN,500003
WHT,,,,,Holtsville,NY,US,00501
Robotics,TEST,,,,"Abu Dhabi",,AE,
"XYZ Site",,,,,Holtsville,NY,US,00501
Site1,Sandyville,,,,Sandyville,IA,US,50001
London,Cambridge,,,,Bimbister,,GB,
"United Kingdom","8th Floor","100 Bishopsgate","London EC2N 4AG",,London,,GB,
"United Kingdom","8th Floor","100 Bishopsgate","London EC2N 4AG",,London,,GB,
"Hitachi Site",BanjaraHill,,,,Hyderabad,,IN,
"01SSS Riyadh",90-67,,,,Riyadh,,SA,89076
"01SSS Riyadh",90-67,,,,Riyadh,,SA,89076
Site1,,,,,Sandyville,IA,US,50001
ACE,,,,,Holtsville,NY,US,00544
"AMEX SUPPLIER A","AMEX SUPPLIER ADRESS2","AMEX SUPPLIER ADRESS3",,,Holtsville,NY,US,00544
E505,"Avenue park, 1011",Sheffield,,,Manchester,,GB,363002
T606,"Sunrise society,123","Stockton on tees ",,,Sheffield,,GB,123678
V202,"Lotus road, 121","Palace green ",,,Munich,,GB,238790
"PY GGN","PY GGN",,,,,,IN,
